"","county_state","numHospitals","pct_private_non_profit","num_acute_care_hospitals","avg_acute_care_rating","median_acute_care_rating"
"1126","CLARKE, IA",1,0,0,NA,NA
"1127","CLARKE, MS",1,0,0,NA,NA
"1128","CLAY, AL",1,0,1,3,3
"1129","CLAY, AR",1,0,0,NA,NA
"1130","CLAY, IA",1,0,1,4,4
"1131","CLAY, IL",1,0,0,NA,NA
"1132","CLAY, IN",1,100,0,NA,NA
"1133","CLAY, KS",1,0,0,NA,NA
"1134","CLAY, KY",1,0,1,3,3
"1135","CLAY, MS",1,100,1,3,3
"1136","CLAY, SD",1,100,0,NA,NA
"1137","CLAY, TN",1,0,0,NA,NA
"1138","CLAY, TX",1,0,0,NA,NA
"1139","CLAYTON, GA",1,100,1,2,2
"1140","CLEARWATER, ID",1,100,0,NA,NA
"1141","CLEARWATER, MN",1,100,0,NA,NA
"1142","CLEBURNE, AR",1,100,0,NA,NA
"1143","CLERMONT, OH",1,0,1,4,4
"1144","CLINCH, GA",1,0,0,NA,NA
"1145","CLINTON, IL",1,0,1,4,4
"1146","CLINTON, IN",1,0,0,NA,NA
"1147","CLINTON, KY",1,100,1,3,3
"1148","CLINTON, MI",1,0,0,NA,NA
"1149","CLINTON, MO",1,100,1,2,2
"1150","CLINTON, NY",1,100,1,3,3
"1151","CLINTON, OH",1,0,1,3,3
"1152","CLOUD, KS",1,100,0,NA,NA
"1153","COAHOMA, MS",1,0,1,2,2
"1154","COAL, OK",1,100,0,NA,NA
"1155","COCHRAN, TX",1,0,0,NA,NA
"1156","COCKE, TN",1,0,1,3,3
"1157","CODINGTON, SD",1,100,1,3,3
"1158","COFFEE, AL",1,0,1,3,3
"1159","COFFEE, GA",1,0,1,3,3
"1160","COFFEY, KS",1,0,1,4,4
"1161","COLEMAN, TX",1,0,0,NA,NA
"1162","COLES, IL",1,100,1,3,3
"1163","COLFAX, NE",1,100,0,NA,NA
"1164","COLFAX, NM",1,0,0,NA,NA
"1165","COLLETON, SC",1,0,1,3,3
"1166","COLLINGSWORTH, TX",1,0,0,NA,NA
"1167","COLUMBIA, AR",1,0,1,2,2
"1168","COLUMBIA, NY",1,100,1,1,1
"1169","COLUMBIA, WA",1,0,0,NA,NA
"1170","COLUMBUS, NC",1,0,1,2,2
"1171","COMAL, TX",1,0,1,3,3
"1172","COMANCHE, KS",1,0,0,NA,NA
"1173","COMANCHE, TX",1,100,0,NA,NA
"1174","CONCHO, TX",1,0,0,NA,NA
"1175","CONCORDIA, LA",1,0,0,NA,NA
"1176","CONECUH, AL",1,0,1,3,3
"1177","CONEJOS, CO",1,100,0,NA,NA
"1178","CONVERSE, WY",1,0,0,NA,NA
"1179","CONWAY, AR",1,0,0,NA,NA
"1180","COOK, GA",1,0,1,3,3
"1181","COOK, MN",1,0,0,NA,NA
"1182","COOPER, MO",1,0,1,3,3
"1183","COPIAH, MS",1,0,0,NA,NA
"1184","CORTLAND, NY",1,100,1,3,3
"1185","CORYELL, TX",1,0,0,NA,NA
"1186","COSHOCTON, OH",1,100,1,3,3
"1187","COVINGTON, MS",1,0,0,NA,NA
"1188","COWLITZ, WA",1,0,1,3,3
"1189","CRAIG, OK",1,0,1,3,3
"1190","CRANE, TX",1,0,0,NA,NA
"1191","CRAVEN, NC",1,0,1,5,5
"1192","CRAWFORD, AR",1,0,1,3,3
"1193","CRAWFORD, IA",1,0,0,NA,NA
"1194","CRAWFORD, IL",1,0,0,NA,NA
"1195","CRAWFORD, MI",1,0,1,4,4
"1196","CRAWFORD, MO",1,100,0,NA,NA
"1197","CRAWFORD, WI",1,100,0,NA,NA
"1198","CRENSHAW, AL",1,0,1,3,3
"1199","CRISP, GA",1,0,1,3,3
"1200","CRITTENDEN, KY",1,0,1,3,3
"1201","CROOK, OR",1,100,0,NA,NA
"1202","CROOK, WY",1,0,0,NA,NA
"1203","CROSBY, TX",1,100,0,NA,NA
"1204","CROSS, AR",1,0,0,NA,NA
"1205","CULBERSON, TX",1,0,0,NA,NA
"1206","CULLMAN, AL",1,0,1,3,3
"1207","CULPEPER, VA",1,0,1,2,2
"1208","CUMBERLAND, KY",1,0,0,NA,NA
"1209","CUMBERLAND, NC",1,100,1,3,3
"1210","CUMBERLAND, NJ",1,100,1,2,2
"1211","CUMING, NE",1,100,0,NA,NA
"1212","CURRY, NM",1,0,1,3,3
"1213","CURRY, OR",1,0,0,NA,NA
"1214","CUSTER, MT",1,0,0,NA,NA
"1215","CUSTER, SD",1,100,0,NA,NA
"1216","DALE, AL",1,0,1,4,4
"1217","DALLAM, TX",1,0,0,NA,NA
"1218","DALLAS, AL",1,0,1,3,3
"1219","DALLAS, AR",1,0,0,NA,NA
"1220","DALLAS, IA",1,0,0,NA,NA
"1221","DANIELS, MT",1,0,0,NA,NA
"1222","DANVILLE CITY, VA",1,0,1,1,1
"1223","DARE, NC",1,100,0,NA,NA
"1224","DARKE, OH",1,100,1,3,3
"1225","DAVIE, NC",1,100,1,NA,NA
"1226","DAVIESS, IN",1,0,1,3,3
"1227","DAVIESS, KY",1,100,1,3,3
"1228","DAVIS, IA",1,0,0,NA,NA
"1229","DAVISON, SD",1,0,1,4,4
"1230","DAWES, NE",1,100,0,NA,NA
"1231","DAWSON, MT",1,0,0,NA,NA
"1232","DAWSON, TX",1,0,1,NA,NA
"1233","DAY, SD",1,100,0,NA,NA
"1234","DE KALB, AL",1,0,1,3,3
"1235","DE KALB, IN",1,100,1,3,3
"1236","DE SOTO, FL",1,100,1,3,3
"1237","DE SOTO, LA",1,100,1,3,3
"1238","DEAF SMITH, TX",1,0,1,3,3
"1239","DEARBORN, IN",1,0,1,3,3
"1240","DECATUR, GA",1,0,1,3,3
"1241","DECATUR, IA",1,0,0,NA,NA
"1242","DECATUR, IN",1,0,0,NA,NA
"1243","DECATUR, KS",1,0,0,NA,NA
"1244","DECATUR, TN",1,0,1,3,3
"1245","DEER LODGE, MT",1,100,0,NA,NA
"1246","DEKALB, TN",1,0,1,4,4
"1247","DEL NORTE, CA",1,0,1,2,2
"1248","DELAWARE, IA",1,0,0,NA,NA
"1249","DELAWARE, IN",1,100,1,3,3
"1250","DELAWARE, OH",1,100,1,4,4
"1251","DELAWARE, OK",1,100,1,3,3
"1252","DELTA, CO",1,0,1,3,3
"1253","DELTA, MI",1,0,0,NA,NA
"1254","DENT, MO",1,0,0,NA,NA
"1255","DES MOINES, IA",1,100,1,2,2
"1256","DEUEL, SD",1,100,0,NA,NA
"1257","DEWEY, OK",1,0,0,NA,NA
"1258","DEWEY, SD",1,0,1,NA,NA
"1259","DEWITT, IL",1,0,0,NA,NA
"1260","DICKENSON, VA",1,100,0,NA,NA
"1261","DICKEY, ND",1,100,0,NA,NA
"1262","DICKINSON, IA",1,0,1,4,4
"1263","DICKINSON, MI",1,0,1,4,4
"1264","DICKSON, TN",1,0,1,3,3
"1265","DILLINGHAM, AK",1,100,0,NA,NA
"1266","DILLON, SC",1,100,1,4,4
"1267","DIMMIT, TX",1,100,1,3,3
"1268","DIVIDE, ND",1,100,0,NA,NA
"1269","DODGE, GA",1,0,1,3,3
"1270","DODGE, NE",1,0,1,2,2
"1271","DOOR, WI",1,0,0,NA,NA
"1272","DOUGHERTY, GA",1,0,1,1,1
"1273","DOUGLAS, GA",1,100,1,3,3
"1274","DOUGLAS, KS",1,0,1,3,3
"1275","DOUGLAS, MN",1,0,1,3,3
"1276","DOUGLAS, NV",1,100,0,NA,NA
"1277","DOUGLAS, SD",1,100,0,NA,NA
"1278","DOUGLAS, WI",1,100,0,NA,NA
"1279","DREW, AR",1,100,1,3,3
"1280","DUBOIS, IN",1,0,1,5,5
"1281","DUCHESNE, UT",1,0,1,3,3
"1282","DUKES, MA",1,100,0,NA,NA
"1283","DUNDY, NE",1,0,0,NA,NA
"1284","DUNKLIN, MO",1,0,1,2,2
"1285","DUNN, WI",1,100,0,NA,NA
"1286","DUPLIN, NC",1,0,1,2,2
"1287","DYER, TN",1,0,1,2,2
"1288","EAGLE, CO",1,0,1,4,4
"1289","EARLY, GA",1,100,0,NA,NA
"1290","EAST CARROLL, LA",1,0,1,3,3
"1291","EAST FELICIANA, LA",1,0,1,NA,NA
"1292","EASTLAND, TX",1,0,1,4,4
"1293","EDGAR, IL",1,0,0,NA,NA
"1294","EDGECOMBE, NC",1,0,1,3,3
"1295","EDGEFIELD, SC",1,0,0,NA,NA
"1296","EDMUNDS, SD",1,0,0,NA,NA
"1297","EDWARDS, KS",1,0,0,NA,NA
"1298","EFFINGHAM, GA",1,0,0,NA,NA
"1299","EFFINGHAM, IL",1,0,1,4,4
"1300","ELBERT, GA",1,0,1,4,4
"1301","ELK, PA",1,100,0,NA,NA
"1302","ELKO, NV",1,100,1,3,3
"1303","ELLIS, KS",1,0,1,3,3
"1304","ELLIS, OK",1,0,0,NA,NA
"1305","ELLSWORTH, KS",1,0,0,NA,NA
"1306","ELMORE, ID",1,100,0,NA,NA
"1307","EMANUEL, GA",1,0,1,3,3
"1308","EMMET, IA",1,0,0,NA,NA
"1309","EMMET, MI",1,0,1,5,5
"1310","EMMONS, ND",1,100,0,NA,NA
"1311","EMPORIA CITY, VA",1,0,1,2,2
"1312","ERATH, TX",1,100,1,4,4
"1313","ERIE, OH",1,100,1,4,4
"1314","ESSEX, VA",1,100,1,4,4
"1315","ESTILL, KY",1,100,0,NA,NA
"1316","EVANS, GA",1,0,1,4,4
"1317","FAIRBANKS NORTH STAR, AK",1,0,1,3,3
"1318","FAIRFIELD, SC",1,0,0,NA,NA
"1319","FALL RIVER, SD",1,0,0,NA,NA
"1320","FALLON, MT",1,100,0,NA,NA
"1321","FALLS, TX",1,100,1,4,4
"1322","FANNIN, GA",1,0,1,3,3
"1323","FANNIN, TX",1,0,0,NA,NA
"1324","FARIBAULT, MN",1,0,0,NA,NA
"1325","FAULK, SD",1,100,0,NA,NA
"1326","FAUQUIER, VA",1,100,1,2,2
"1327","FAYETTE, AL",1,0,1,4,4
"1328","FAYETTE, GA",1,100,1,2,2
"1329","FAYETTE, IL",1,0,0,NA,NA
"1330","FAYETTE, IN",1,0,1,4,4
"1331","FAYETTE, OH",1,0,0,NA,NA
"1332","FAYETTE, TX",1,100,1,4,4
"1333","FENTRESS, TN",1,0,1,3,3
"1334","FERGUS, MT",1,100,0,NA,NA
"1335","FERRY, WA",1,0,0,NA,NA
"1336","FILLMORE, NE",1,0,0,NA,NA
"1337","FINNEY, KS",1,100,1,3,3
"1338","FISHER, TX",1,0,0,NA,NA
"1339","FLAGLER, FL",1,0,1,3,3
"1340","FLEMING, KY",1,0,1,3,3
"1341","FLOYD, IA",1,0,0,NA,NA
"1342","FLOYD, TX",1,0,0,NA,NA
"1343","FORD, IL",1,100,0,NA,NA
"1344","FORD, KS",1,0,1,3,3
"1345","FORSYTH, GA",1,100,1,3,3
"1346","FOSTER, ND",1,100,0,NA,NA
"1347","FRANKLIN CITY, VA",1,0,1,3,3
"1348","FRANKLIN, AR",1,100,0,NA,NA
"1349","FRANKLIN, FL",1,0,0,NA,NA
"1350","FRANKLIN, GA",1,100,1,3,3
"1351","FRANKLIN, IA",1,0,0,NA,NA
"1352","FRANKLIN, ID",1,0,0,NA,NA
"1353","FRANKLIN, IL",1,0,0,NA,NA
"1354","FRANKLIN, KS",1,0,1,4,4
"1355","FRANKLIN, KY",1,0,1,3,3
"1356","FRANKLIN, LA",1,0,1,2,2
"1357","FRANKLIN, MA",1,100,1,3,3
"1358","FRANKLIN, ME",1,100,1,3,3
"1359","FRANKLIN, MO",1,100,1,4,4
"1360","FRANKLIN, MS",1,0,0,NA,NA
"1361","FRANKLIN, NE",1,0,0,NA,NA
"1362","FRANKLIN, TN",1,0,1,2,2
"1363","FRANKLIN, VA",1,100,1,3,3
"1364","FRANKLIN, VT",1,0,1,2,2
"1365","FRANKLIN, WA",1,0,0,NA,NA
"1366","FREDERICK, MD",1,100,1,NA,NA
"1367","FREDERICKSBURG CITY, VA",1,100,1,2,2
"1368","FREEBORN, MN",1,100,1,4,4
"1369","FREESTONE, TX",1,100,1,3,3
"1370","FREMONT, CO",1,100,1,4,4
"1371","FREMONT, IA",1,0,0,NA,NA
"1372","FREMONT, WY",1,0,1,3,3
"1373","FULTON, AR",1,0,0,NA,NA
"1374","FULTON, IL",1,0,1,3,3
"1375","FULTON, IN",1,0,0,NA,NA
"1376","FULTON, NY",1,100,1,3,3
"1377","FULTON, OH",1,100,0,NA,NA
"1378","FULTON, PA",1,100,0,NA,NA
"1379","FURNAS, NE",1,100,0,NA,NA
"1380","GADSDEN, FL",1,0,1,NA,NA
"1381","GAGE, NE",1,100,0,NA,NA
"1382","GAINES, TX",1,0,0,NA,NA
"1383","GALAX CITY, VA",1,100,1,2,2
"1384","GALLIA, OH",1,100,1,2,2
"1385","GARDEN, NE",1,100,0,NA,NA
"1386","GARFIELD, MT",1,0,0,NA,NA
"1387","GARFIELD, UT",1,0,1,NA,NA
"1388","GARFIELD, WA",1,0,0,NA,NA
"1389","GARRETT, MD",1,100,1,NA,NA
"1390","GASCONADE, MO",1,0,0,NA,NA
"1391","GASTON, NC",1,0,1,4,4
"1392","GEARY, KS",1,0,1,3,3
"1393","GEAUGA, OH",1,100,1,4,4
"1394","GEM, ID",1,0,0,NA,NA
"1395","GENESEE, NY",1,100,1,3,3
"1396","GENEVA, AL",1,100,1,3,3
"1397","GENTRY, MO",1,100,0,NA,NA
"1398","GEORGE, MS",1,0,1,3,3
"1399","GIBSON, IN",1,100,0,NA,NA
"1400","GIBSON, TN",1,0,1,4,4
"1401","GILES, TN",1,0,1,4,4
"1402","GILES, VA",1,100,0,NA,NA
"1403","GILLESPIE, TX",1,100,1,5,5
"1404","GLADWIN, MI",1,100,0,NA,NA
"1405","GLENN, CA",1,100,0,NA,NA
"1406","GLOUCESTER, NJ",1,100,1,3,3
"1407","GLOUCESTER, VA",1,100,1,3,3
"1408","GLYNN, GA",1,0,1,3,3
"1409","GOGEBIC, MI",1,100,0,NA,NA
"1410","GONZALES, TX",1,0,1,3,3
"1411","GOODING, ID",1,100,0,NA,NA
"1412","GORDON, GA",1,0,1,5,5
"1413","GOSHEN, WY",1,100,0,NA,NA
"1414","GOVE, KS",1,0,0,NA,NA
"1415","GRADY, GA",1,100,1,4,4
"1416","GRADY, OK",1,0,1,3,3
"1417","GRAHAM, AZ",1,0,1,3,3
"1418","GRAHAM, KS",1,0,0,NA,NA
"1419","GRAND TRAVERSE, MI",1,0,1,4,4
"1420","GRAND, CO",1,0,0,NA,NA
"1421","GRAND, UT",1,100,0,NA,NA
"1422","GRANITE, MT",1,0,0,NA,NA
"1423","GRANT, IN",1,100,1,4,4
"1424","GRANT, KS",1,0,1,NA,NA
"1425","GRANT, KY",1,0,0,NA,NA
"1426","GRANT, MN",1,100,0,NA,NA
"1427","GRANT, ND",1,100,0,NA,NA
"1428","GRANT, NM",1,0,1,4,4
"1429","GRANT, OR",1,0,0,NA,NA
"1430","GRANT, SD",1,100,0,NA,NA
"1431","GRANT, WV",1,0,0,NA,NA
"1432","GRANVILLE, NC",1,0,1,3,3
"1433","GRATIOT, MI",1,100,1,3,3
"1434","GRAVES, KY",1,0,1,3,3
"1435","GRAY, TX",1,100,1,4,4
"1436","GRAYSON, KY",1,0,1,4,4
"1437","GREELEY, KS",1,0,0,NA,NA
"1438","GREEN LAKE, WI",1,100,0,NA,NA
"1439","GREEN, KY",1,100,0,NA,NA
"1440","GREEN, WI",1,100,1,4,4
"1441","GREENBRIER, WV",1,0,1,3,3
"1442","GREENE, AL",1,0,1,3,3
"1443","GREENE, AR",1,100,1,2,2
"1444","GREENE, GA",1,0,0,NA,NA
"1445","GREENE, IA",1,0,0,NA,NA
"1446","GREENE, IL",1,100,0,NA,NA
"1447","GREENE, IN",1,0,0,NA,NA
"1448","GREENE, MS",1,0,0,NA,NA
"1449","GREENE, PA",1,100,1,3,3
"1450","GREENWOOD, KS",1,0,0,NA,NA
"1451","GREENWOOD, SC",1,100,1,3,3
"1452","GREER, OK",1,0,0,NA,NA
"1453","GRENADA, MS",1,0,1,2,2
"1454","GRIGGS, ND",1,100,0,NA,NA
"1455","GRIMES, TX",1,100,0,NA,NA
"1456","GRUNDY, IA",1,0,0,NA,NA
"1457","GRUNDY, IL",1,100,1,4,4
"1458","GRUNDY, MO",1,100,0,NA,NA
"1459","GUADALUPE, NM",1,0,1,NA,NA
"1460","GUADALUPE, TX",1,0,1,3,3
"1461","GUAYNABO, PR",1,0,1,NA,NA
"1462","GUERNSEY, OH",1,100,1,3,3
"1463","GULF, FL",1,100,1,4,4
"1464","GUNNISON, CO",1,0,0,NA,NA
"1465","GUTHRIE, IA",1,0,0,NA,NA
"1466","HAAKON, SD",1,100,0,NA,NA
"1467","HABERSHAM, GA",1,0,1,3,3
"1468","HALE, AL",1,0,1,NA,NA
"1469","HALE, TX",1,100,1,3,3
"1470","HALIFAX, VA",1,100,1,3,3
"1471","HALL, GA",1,0,1,3,3
"1472","HALL, NE",1,0,1,3,3
"1473","HAMILTON, IA",1,0,0,NA,NA
"1474","HAMILTON, IL",1,0,0,NA,NA
"1475","HAMILTON, KS",1,0,0,NA,NA
"1476","HAMILTON, NE",1,100,0,NA,NA
"1477","HAMILTON, TX",1,0,1,4,4
"1478","HAMPSHIRE, WV",1,100,0,NA,NA
"1479","HAMPTON CITY, VA",1,100,1,3,3
"1480","HAMPTON, SC",1,100,1,3,3
"1481","HANCOCK, IA",1,0,0,NA,NA
"1482","HANCOCK, IL",1,100,0,NA,NA
"1483","HANCOCK, IN",1,0,1,3,3
"1484","HANCOCK, MS",1,0,1,3,3
"1485","HANCOCK, OH",1,0,1,4,4
"1486","HANCOCK, TN",1,100,0,NA,NA
"1487","HANCOCK, WV",1,0,1,3,3
"1488","HAND, SD",1,100,0,NA,NA
"1489","HANOVER, VA",1,0,1,4,4
"1490","HANSFORD, TX",1,0,0,NA,NA
"1491","HARALSON, GA",1,0,0,NA,NA
"1492","HARDEE, FL",1,100,0,NA,NA
"1493","HARDEMAN, TN",1,0,1,NA,NA
"1494","HARDIN, IA",1,0,0,NA,NA
"1495","HARDIN, IL",1,100,0,NA,NA
"1496","HARDIN, KY",1,0,1,4,4
"1497","HARDIN, OH",1,100,0,NA,NA
"1498","HARDIN, TN",1,0,1,3,3
"1499","HARLAN, KY",1,0,1,2,2
"1500","HARLAN, NE",1,0,0,NA,NA
"1501","HARMON, OK",1,0,0,NA,NA
"1502","HARNETT, NC",1,100,1,3,3
"1503","HARNEY, OR",1,0,0,NA,NA
"1504","HARPER, OK",1,0,0,NA,NA
"1505","HARRISON, IA",1,100,0,NA,NA
"1506","HARRISON, IN",1,0,0,NA,NA
"1507","HARRISON, KY",1,0,1,4,4
"1508","HARRISON, MO",1,0,0,NA,NA
"1509","HARRISON, OH",1,100,0,NA,NA
"1510","HARRISON, TX",1,100,1,3,3
"1511","HARRISON, WV",1,100,1,3,3
"1512","HARRISONBURG CITY, VA",1,100,1,3,3
"1513","HART, KY",1,100,0,NA,NA
"1514","HARVEY, KS",1,100,1,4,4
"1515","HASKELL, KS",1,0,0,NA,NA
"1516","HASKELL, OK",1,0,0,NA,NA
"1517","HASKELL, TX",1,0,0,NA,NA
"1518","HAWKINS, TN",1,100,1,4,4
"1519","HAYWOOD, NC",1,0,1,3,3
"1520","HEMPHILL, TX",1,0,1,NA,NA
"1521","HEMPSTEAD, AR",1,0,1,3,3
"1522","HENDERSON, KY",1,0,1,4,4
"1523","HENDERSON, TN",1,0,1,3,3
"1524","HENDERSON, TX",1,100,1,3,3
"1525","HENDRY, FL",1,0,0,NA,NA
"1526","HENRY, GA",1,0,1,2,2
"1527","HENRY, IA",1,0,0,NA,NA
"1528","HENRY, IN",1,0,1,4,4
"1529","HENRY, MO",1,0,1,4,4
"1530","HENRY, OH",1,100,0,NA,NA
"1531","HENRY, TN",1,0,1,3,3
"1532","HERKIMER, NY",1,100,0,NA,NA
"1533","HERTFORD, NC",1,100,1,3,3
"1534","HICKMAN, TN",1,100,0,NA,NA
"1535","HILL, MT",1,100,1,2,2
"1536","HILL, TX",1,100,1,3,3
"1537","HILLSDALE, MI",1,100,1,4,4
"1538","HOCKING, OH",1,0,0,NA,NA
"1539","HOCKLEY, TX",1,100,1,3,3
"1540","HODGEMAN, KS",1,0,0,NA,NA
"1541","HOKE, NC",1,100,1,NA,NA
"1542","HOLMES, FL",1,0,0,NA,NA
"1543","HOLMES, MS",1,0,0,NA,NA
"1544","HOLMES, OH",1,0,1,4,4
"1545","HOOD RIVER, OR",1,0,0,NA,NA
"1546","HOOD, TX",1,0,1,3,3
"1547","HOPEWELL CITY, VA",1,0,1,2,2
"1548","HOPKINS, KY",1,100,1,3,3
"1549","HOPKINS, TX",1,0,1,3,3
"1550","HOT SPRING, AR",1,100,1,3,3
"1551","HOT SPRINGS, WY",1,0,0,NA,NA
"1552","HOUSTON, TN",1,0,1,3,3
"1553","HOUSTON, TX",1,0,1,2,2
"1554","HOWARD, AR",1,100,0,NA,NA
"1555","HOWARD, IA",1,0,0,NA,NA
"1556","HOWARD, MD",1,100,1,NA,NA
"1557","HOWARD, NE",1,0,0,NA,NA
"1558","HOWARD, TX",1,0,1,2,2
"1559","HUBBARD, MN",1,100,0,NA,NA
"1560","HUERFANO, CO",1,0,0,NA,NA
"1561","HUGHES, OK",1,0,0,NA,NA
"1562","HUGHES, SD",1,100,1,4,4
"1563","HUMBOLDT, IA",1,0,0,NA,NA
"1564","HUMBOLDT, NV",1,0,0,NA,NA
"1565","HUMPHREYS, TN",1,100,0,NA,NA
"1566","HUNT, TX",1,0,1,3,3
"1567","HUNTERDON, NJ",1,100,1,3,3
"1568","HUNTINGDON, PA",1,0,1,4,4
